iri	VeryPositive	Positive	Neutral	Negative	VeryNegative
[http://purl.obolibrary.org/obo/DOID_0060313, 3.0, 3.0, 15.0, 53.0, 26.0]
[http://purl.obolibrary.org/obo/DOID_2841, 2.0, 5.0, 21.0, 58.0, 14.0]
[http://purl.obolibrary.org/obo/DOID_8534, 1.0, 1.0, 10.0, 57.0, 31.0]
[http://purl.obolibrary.org/obo/DOID_0050486, 0.0, 0.0, 2.0, 17.0, 81.0]
[http://purl.obolibrary.org/obo/DOID_1673, 1.0, 7.0, 30.0, 54.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_11338, 17.0, 45.0, 21.0, 12.0, 5.0]
[http://purl.obolibrary.org/obo/DOID_10763, 1.0, 4.0, 45.0, 44.0, 5.0]
[http://purl.obolibrary.org/obo/DOID_4450, 1.0, 1.0, 8.0, 60.0, 29.0]
[http://purl.obolibrary.org/obo/DOID_2355, 1.0, 4.0, 34.0, 53.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_6000, 0.0, 0.0, 1.0, 10.0, 89.0]
[http://purl.obolibrary.org/obo/DOID_12930, 1.0, 2.0, 29.0, 55.0, 14.0]
[http://purl.obolibrary.org/obo/DOID_11396, 1.0, 3.0, 19.0, 61.0, 16.0]
[http://purl.obolibrary.org/obo/DOID_2030, 0.0, 1.0, 15.0, 69.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_13148, 1.0, 4.0, 32.0, 55.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_3083, 1.0, 3.0, 20.0, 61.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_11502, 1.0, 2.0, 19.0, 67.0, 11.0]
[http://purl.obolibrary.org/obo/DOID_552, 1.0, 2.0, 18.0, 61.0, 18.0]
[http://purl.obolibrary.org/obo/DOID_1875, 1.0, 1.0, 14.0, 52.0, 31.0]
[http://purl.obolibrary.org/obo/DOID_10283, 17.0, 28.0, 13.0, 29.0, 12.0]
[http://purl.obolibrary.org/obo/DOID_11054, 8.0, 24.0, 27.0, 33.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_5844, 0.0, 0.0, 1.0, 10.0, 89.0]
[http://purl.obolibrary.org/obo/DOID_1882, 1.0, 1.0, 10.0, 70.0, 18.0]
[http://purl.obolibrary.org/obo/DOID_1712, 2.0, 4.0, 31.0, 54.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_57, 1.0, 2.0, 19.0, 66.0, 11.0]
[http://purl.obolibrary.org/obo/DOID_118, 1.0, 2.0, 15.0, 67.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_61, 4.0, 12.0, 36.0, 40.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_2089, 2.0, 4.0, 31.0, 54.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_5850, 8.0, 17.0, 16.0, 46.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_13250, 2.0, 4.0, 31.0, 54.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_263, 5.0, 15.0, 30.0, 41.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_3393, 1.0, 1.0, 12.0, 57.0, 28.0]
[http://purl.obolibrary.org/obo/DOID_783, 1.0, 2.0, 21.0, 52.0, 24.0]
[http://purl.obolibrary.org/obo/DOID_162, 1.0, 1.0, 10.0, 65.0, 24.0]
[http://purl.obolibrary.org/obo/DOID_9351, 1.0, 0.0, 4.0, 25.0, 69.0]
[http://purl.obolibrary.org/obo/DOID_11624, 1.0, 1.0, 14.0, 44.0, 40.0]
[http://purl.obolibrary.org/obo/DOID_9477, 1.0, 8.0, 74.0, 16.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_1307, 1.0, 1.0, 9.0, 47.0, 43.0]
[http://purl.obolibrary.org/obo/DOID_0060903, 1.0, 1.0, 15.0, 68.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_3627, 0.0, 2.0, 67.0, 27.0, 3.0]
[http://purl.obolibrary.org/obo/DOID_848, 1.0, 2.0, 22.0, 61.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_83, 2.0, 10.0, 38.0, 43.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_1686, 1.0, 1.0, 15.0, 68.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_0050847, 8.0, 23.0, 19.0, 38.0, 12.0]
[http://purl.obolibrary.org/obo/DOID_11963, 1.0, 5.0, 43.0, 46.0, 5.0]
[http://purl.obolibrary.org/obo/DOID_9970, 7.0, 42.0, 39.0, 10.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_8781, 1.0, 1.0, 19.0, 50.0, 29.0]
[http://purl.obolibrary.org/obo/DOID_0050697, 2.0, 4.0, 22.0, 58.0, 14.0]
[http://purl.obolibrary.org/obo/DOID_9296, 1.0, 0.0, 6.0, 38.0, 55.0]
[http://purl.obolibrary.org/obo/DOID_0050117, 3.0, 3.0, 16.0, 53.0, 25.0]
[http://purl.obolibrary.org/obo/DOID_2043, 4.0, 12.0, 26.0, 47.0, 11.0]
[http://purl.obolibrary.org/obo/DOID_440, 1.0, 2.0, 16.0, 62.0, 19.0]
[http://purl.obolibrary.org/obo/DOID_850, 1.0, 8.0, 39.0, 45.0, 6.0]
[http://purl.obolibrary.org/obo/DOID_1682, 12.0, 28.0, 22.0, 30.0, 9.0]
[http://purl.obolibrary.org/obo/DOID_8469, 1.0, 2.0, 14.0, 61.0, 22.0]
[http://purl.obolibrary.org/obo/DOID_9993, 2.0, 8.0, 32.0, 50.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_0060249, 0.0, 2.0, 39.0, 51.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_7475, 1.0, 1.0, 9.0, 58.0, 31.0]
[http://purl.obolibrary.org/obo/DOID_0060224, 1.0, 2.0, 16.0, 63.0, 17.0]
[http://purl.obolibrary.org/obo/DOID_11294, 1.0, 1.0, 24.0, 63.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_784, 4.0, 18.0, 34.0, 37.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_635, 2.0, 14.0, 61.0, 19.0, 3.0]
[http://purl.obolibrary.org/obo/DOID_4080, 2.0, 6.0, 39.0, 46.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_6713, 1.0, 1.0, 15.0, 68.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_1459, 3.0, 14.0, 47.0, 29.0, 6.0]
[http://purl.obolibrary.org/obo/DOID_853, 1.0, 1.0, 9.0, 51.0, 38.0]
[http://purl.obolibrary.org/obo/DOID_4448, 1.0, 0.0, 8.0, 31.0, 60.0]
[http://purl.obolibrary.org/obo/DOID_326, 4.0, 11.0, 18.0, 53.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_9408, 1.0, 1.0, 27.0, 54.0, 18.0]
[http://purl.obolibrary.org/obo/DOID_5082, 2.0, 4.0, 31.0, 54.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_10762, 1.0, 0.0, 7.0, 36.0, 57.0]
[http://purl.obolibrary.org/obo/DOID_684, 4.0, 16.0, 31.0, 42.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_76, 0.0, 0.0, 3.0, 45.0, 51.0]
[http://purl.obolibrary.org/obo/DOID_799, 2.0, 2.0, 14.0, 48.0, 35.0]
[http://purl.obolibrary.org/obo/DOID_8283, 1.0, 16.0, 69.0, 12.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_9749, 1.0, 2.0, 26.0, 59.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_9250, 4.0, 13.0, 22.0, 51.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_0060319, 2.0, 2.0, 14.0, 49.0, 34.0]
[http://purl.obolibrary.org/obo/DOID_114, 1.0, 3.0, 18.0, 61.0, 16.0]
[http://purl.obolibrary.org/obo/DOID_10908, 1.0, 2.0, 19.0, 63.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_9471, 1.0, 13.0, 29.0, 50.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_9588, 2.0, 5.0, 23.0, 59.0, 11.0]
[http://purl.obolibrary.org/obo/DOID_13413, 0.0, 0.0, 2.0, 22.0, 76.0]
[http://purl.obolibrary.org/obo/DOID_14018, 1.0, 0.0, 7.0, 36.0, 57.0]
[http://purl.obolibrary.org/obo/DOID_1588, 1.0, 6.0, 35.0, 50.0, 8.0]
[http://purl.obolibrary.org/obo/DOID_0050784, 2.0, 7.0, 36.0, 48.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_0060329, 1.0, 0.0, 10.0, 47.0, 42.0]
[http://purl.obolibrary.org/obo/DOID_1574, 1.0, 1.0, 22.0, 65.0, 11.0]
[http://purl.obolibrary.org/obo/DOID_409, 1.0, 0.0, 9.0, 66.0, 24.0]
[http://purl.obolibrary.org/obo/DOID_3146, 1.0, 0.0, 5.0, 47.0, 47.0]
[http://purl.obolibrary.org/obo/DOID_3192, 0.0, 2.0, 62.0, 32.0, 3.0]
[http://purl.obolibrary.org/obo/DOID_0060046, 12.0, 59.0, 22.0, 5.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_0111084, 6.0, 15.0, 21.0, 45.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_10969, 3.0, 23.0, 45.0, 24.0, 4.0]
[http://purl.obolibrary.org/obo/DOID_4465, 0.0, 1.0, 21.0, 57.0, 21.0]
[http://purl.obolibrary.org/obo/DOID_13189, 4.0, 23.0, 58.0, 12.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_2723, 1.0, 1.0, 26.0, 60.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_0050848, 1.0, 3.0, 30.0, 55.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_5418, 1.0, 1.0, 15.0, 53.0, 30.0]
[http://purl.obolibrary.org/obo/DOID_10930, 1.0, 2.0, 21.0, 63.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_0050152, 1.0, 1.0, 17.0, 61.0, 20.0]
[http://purl.obolibrary.org/obo/DOID_870, 6.0, 24.0, 35.0, 29.0, 6.0]
[http://purl.obolibrary.org/obo/DOID_3227, 1.0, 2.0, 20.0, 63.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_1380, 1.0, 1.0, 13.0, 54.0, 31.0]
[http://purl.obolibrary.org/obo/DOID_1319, 1.0, 1.0, 9.0, 48.0, 42.0]
[http://purl.obolibrary.org/obo/DOID_75, 1.0, 2.0, 28.0, 61.0, 9.0]
[http://purl.obolibrary.org/obo/DOID_1612, 0.0, 5.0, 73.0, 20.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_6364, 8.0, 5.0, 7.0, 39.0, 41.0]
[http://purl.obolibrary.org/obo/DOID_289, 1.0, 2.0, 16.0, 64.0, 17.0]
[http://purl.obolibrary.org/obo/DOID_4989, 1.0, 0.0, 2.0, 38.0, 59.0]
[http://purl.obolibrary.org/obo/DOID_1909, 2.0, 3.0, 22.0, 59.0, 15.0]
[http://purl.obolibrary.org/obo/DOID_3602, 1.0, 0.0, 3.0, 33.0, 62.0]
[http://purl.obolibrary.org/obo/DOID_14262, 2.0, 1.0, 7.0, 59.0, 31.0]
[http://purl.obolibrary.org/obo/DOID_820, 1.0, 3.0, 22.0, 64.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_1074, 1.0, 0.0, 7.0, 36.0, 57.0]
[http://purl.obolibrary.org/obo/DOID_4500, 1.0, 4.0, 45.0, 44.0, 6.0]
[http://purl.obolibrary.org/obo/DOID_0050647, 1.0, 2.0, 22.0, 57.0, 18.0]
[http://purl.obolibrary.org/obo/DOID_9778, 1.0, 1.0, 24.0, 62.0, 13.0]
[http://purl.obolibrary.org/obo/DOID_8337, 11.0, 25.0, 18.0, 35.0, 11.0]
[http://purl.obolibrary.org/obo/DOID_656, 1.0, 1.0, 11.0, 68.0, 19.0]
[http://purl.obolibrary.org/obo/DOID_10211, 4.0, 23.0, 58.0, 12.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_1949, 3.0, 8.0, 21.0, 56.0, 12.0]
[http://purl.obolibrary.org/obo/DOID_4029, 1.0, 2.0, 18.0, 57.0, 23.0]
[http://purl.obolibrary.org/obo/DOID_8643, 1.0, 2.0, 16.0, 60.0, 21.0]
[http://purl.obolibrary.org/obo/DOID_1724, 6.0, 13.0, 22.0, 46.0, 12.0]
[http://purl.obolibrary.org/obo/DOID_8805, 1.0, 1.0, 24.0, 56.0, 18.0]
[http://purl.obolibrary.org/obo/DOID_0050828, 1.0, 1.0, 11.0, 57.0, 30.0]
[http://purl.obolibrary.org/obo/DOID_3571, 1.0, 2.0, 20.0, 61.0, 18.0]
[http://purl.obolibrary.org/obo/DOID_7148, 2.0, 10.0, 52.0, 31.0, 5.0]
[http://purl.obolibrary.org/obo/DOID_90, 25.0, 34.0, 14.0, 17.0, 10.0]
[http://purl.obolibrary.org/obo/DOID_3875, 1.0, 1.0, 14.0, 56.0, 29.0]
[http://purl.obolibrary.org/obo/DOID_13121, 2.0, 8.0, 39.0, 45.0, 7.0]
[http://purl.obolibrary.org/obo/DOID_11476, 4.0, 23.0, 58.0, 12.0, 2.0]
[http://purl.obolibrary.org/obo/DOID_1657, 1.0, 3.0, 16.0, 64.0, 16.0]
[http://purl.obolibrary.org/obo/DOID_988, 1.0, 3.0, 16.0, 64.0, 16.0]
